id,sanctions_translated,sanctions_lemmatized,final_label
interpol-red-2021-75051,repeated crimes of violent indecent assault aggravated by the victims being under 12 years of age in a regime of real repetition with repeated crimes of aggravated sexual abuse,repeat crime of violent indecent assault aggravate by the victim be under year of age in a regime of real repetition with repeat crime of aggravate sexual abuse,sexual crime
interpol-red-2021-79994,"""punishable act of money laundering
""punishable act of criminal association""",punishable act of money laundering punishable act of criminal association,sexual crime
interpol-red-2021-80006,"""punishable act of money laundering
""punishable act of criminal association""",punishable act of money laundering punishable act of criminal association,sexual crime
interpol-red-2021-80011,"""punishable act of money laundering
""punishable act of criminal association""",punishable act of money laundering punishable act of criminal association,sexual crime
interpol-red-2022-12542,"aggravated extortion, under the modality of a continuing crime",aggravate extortion under the modality of a continue crime,sexual crime
interpol-red-2022-15505,aggravated extortion,aggravate extortion,sexual crime
interpol-red-2022-18276,abduction of a minor or incapable and family or domestic violence.,abduction of a minor or incapable and family or domestic violence,sexual crime
interpol-red-2022-20150,sexual assault and rape of a minor or incapable,sexual assault and rape of a minor or incapable,sexual crime
interpol-red-2022-20541,"""illicit trafficking of narcotics and dangerous drugs, criminal association and money laundering
of money""",illicit trafficking of narcotic and dangerous drug criminal association and money laundering of money,sexual crime
interpol-red-2022-20601,"""illicit trafficking of narcotics and dangerous drugs, criminal association and money laundering
of money""",illicit trafficking of narcotic and dangerous drug criminal association and money laundering of money,sexual crime
interpol-red-2022-20679,"""illicit trafficking of narcotics and dangerous drugs, criminal association and money laundering
of money""",illicit trafficking of narcotic and dangerous drug criminal association and money laundering of money,sexual crime
interpol-red-2022-20689,proposition and conspiracy in the crime of aggravated homicide and illicit groups,proposition and conspiracy in the crime of aggravate homicide and illicit group,sexual crime
interpol-red-2022-25158,"1. spreading infectious disease, gross offence 2. gross fraud 3. false certification, gross offence",spread infectious disease gross offence gross fraud false certification gross offence,sexual crime
interpol-red-2022-3053,"sexual assault on a minor or incapable, in the continuous modality",sexual assault on a minor or incapable in the continuous modality,sexual crime
interpol-red-2022-30714,a continued crime of importation and sale of narcotics aggravated by having been committed by an organized group.,a continue crime of importation and sale of narcotic aggravate by have be commit by an organize group,sexual crime
interpol-red-2022-38846,gross narcotics offence.,gross narcotic offence,sexual crime
interpol-red-2022-40936,"""1. trafficking in person contrary to section 3(1) (d) of counter trafficking in persons act no. 8 of 2010.
2. fraudulent acquisition of travel documents contrary to section 6 of counter trafficking in persons act no. 8 of 2010.
3. interfering with travel documents contrary to section 8(a) of the counter trafficking in persons act no. 8 of 2010.
4. promoting trafficking in persons contrary to section 5(d) of the counter trafficking in persons act no. 8 of 2010.
5. engaging in employment without a work permit contrary to section 53(1)(m) of the kenya citizenship and immigration act no. 12 of 2011.
6. unlawfully being present in kenya contrary to section 53(1)(j) of the kenya citizenship and immigration act no. 12 of 2011""",traffic in person contrary to section 3(1 d of counter trafficking in person act no of fraudulent acquisition of travel document contrary to section of counter trafficking in person act no of interfere with travel document contrary to section 8(a of the counter trafficking in person act no of promote trafficking in person contrary to section 5(d of the counter trafficking in person act no of engage in employment without a work permit contrary to section 53(1)(m of the kenya citizenship and immigration act no of unlawfully be present in kenya contrary to section 53(1)(j of the kenya citizenship and immigration act no of,sexual crime
interpol-red-2022-41068,"""1. trafficking in persons contrary to section 3(1)(d) of the counter trafficking in person act no. 8 of 2010.
2. fraudulent acquisition of travel documents contrary to section 6 of the counter trafficking in persons act no. 8 of 2010.
3. interfering with travel documents contrary to section 8(a) of the counter trafficking in persons act no. 8 of 2010.
4. promoting trafficking in persons contrary to section 5(d) of the counter trafficking in persons act no. 8 of 2010.
5. engaging in employment without a work permit contrary to section 53(1)(m) of the kenya citizenship and immigration act no.12 of 2011.
6. unlawfully being present in kenya contrary to section 53(1)(j) of the kenya citizenship and immigration act no. 12 of 2011.""",traffic in person contrary to section 3(1)(d of the counter trafficking in person act no of fraudulent acquisition of travel document contrary to section of the counter trafficking in person act no of interfere with travel document contrary to section 8(a of the counter trafficking in person act no of promote trafficking in person contrary to section 5(d of the counter trafficking in person act no of engage in employment without a work permit contrary to section 53(1)(m of the kenya citizenship and immigration act no.12 of unlawfully be present in kenya contrary to section 53(1)(j of the kenya citizenship and immigration act no of,sexual crime
